,examine,id,members,lowalch,limit,value,highalch,icon,name
879,Bronze platebody with gold trim.,12205,False,64.0,4.0,160.0,96.0,Bronze platebody (g).png,Bronze platebody (g)
880,Bronze platebody with trim.,12215,False,64.0,4.0,160.0,96.0,Bronze platebody (t).png,Bronze platebody (t)
881,These look pretty heavy.,1075,False,32.0,125.0,80.0,48.0,Bronze platelegs.png,Bronze platelegs
882,Bronze platelegs with gold trim.,12207,False,32.0,4.0,80.0,48.0,Bronze platelegs (g).png,Bronze platelegs (g)
883,Bronze platelegs with trim.,12217,False,32.0,4.0,80.0,48.0,Bronze platelegs (t).png,Bronze platelegs (t)
884,Designer leg protection.,1087,False,32.0,125.0,80.0,48.0,Bronze plateskirt.png,Bronze plateskirt
885,Bronze plateskirt with gold trim.,12209,False,32.0,4.0,80.0,48.0,Bronze plateskirt (g).png,Bronze plateskirt (g)
886,Bronze plateskirt with trim.,12219,False,32.0,4.0,80.0,48.0,Bronze plateskirt (t).png,Bronze plateskirt (t)
887,"A vicious, curved sword.",1321,False,12.0,125.0,32.0,19.0,Bronze scimitar.png,Bronze scimitar
888,"A set containing a full helm, platebody, legs and kiteshield.",12960,False,80.0,8.0,200.0,120.0,Bronze set (lg).png,Bronze set (lg)
889,"A set containing a full helm, platebody, skirt and kiteshield.",12962,False,80.0,8.0,200.0,120.0,Bronze set (sk).png,Bronze set (sk)
890,A bronze tipped spear.,1237,True,10.0,125.0,26.0,15.0,Bronze spear.png,Bronze spear
891,A poisoned bronze tipped spear.,1251,True,10.0,125.0,26.0,15.0,Bronze spear(p).png,Bronze spear(p)
892,A poisoned bronze tipped spear.,5704,True,10.0,125.0,26.0,15.0,Bronze spear(p+).png,Bronze spear(p+)
893,A poisoned bronze tipped spear.,5718,True,10.0,125.0,26.0,15.0,Bronze spear(p++).png,Bronze spear(p++)
894,A medium square shield.,1173,False,19.0,125.0,48.0,28.0,Bronze sq shield.png,Bronze sq shield
895,A razor sharp sword.,1277,False,10.0,125.0,26.0,15.0,Bronze sword.png,Bronze sword
896,A finely balanced throwing axe.,800,True,1.0,7000.0,3.0,1.0,Bronze thrownaxe.png,Bronze thrownaxe
897,"A set containing a full helm, platebody, legs and kiteshield.",12964,False,80.0,8.0,200.0,120.0,Bronze trimmed set (lg).png,Bronze trimmed set (lg)
898,"A set containing a full helm, platebody, skirt and kiteshield.",12966,False,80.0,8.0,200.0,120.0,Bronze trimmed set (sk).png,Bronze trimmed set (sk)
899,I don't think it's intended for joinery.,1337,False,18.0,125.0,47.0,28.0,Bronze warhammer.png,Bronze warhammer
900,Useful for Crafting items.,1794,True,8.0,15.0,20.0,12.0,Bronze wire.png,Bronze wire
901,A scary broodoo shield.,6259,True,1200.0,125.0,3000.0,1800.0,Broodoo shield (combat).png,Broodoo shield (10) (combat)
902,A scary broodoo shield.,6237,True,1200.0,125.0,3000.0,1800.0,Broodoo shield (disease).png,Broodoo shield (10) (disease)
903,A scary broodoo shield.,6215,True,1200.0,125.0,3000.0,1800.0,Broodoo shield (poison).png,Broodoo shield (10) (poison)
904,A scary broodoo shield.,6279,True,1200.0,125.0,3000.0,1800.0,Broodoo shield (combat).png,Broodoo shield (combat)
905,A scary broodoo shield.,6257,True,1200.0,125.0,3000.0,1800.0,Broodoo shield (disease).png,Broodoo shield (disease)
906,A scary broodoo shield.,6235,True,1200.0,125.0,3000.0,1800.0,Broodoo shield (poison).png,Broodoo shield (poison)
907,A mostly clean apron.,1757,False,1.0,40.0,2.0,1.0,Brown apron.png,Brown apron
908,A minimalist's hat.,2649,True,16.0,4.0,40.0,24.0,Brown headband.png,Brown headband
909,A brown toy horse.,2520,False,40.0,150.0,100.0,60.0,Brown toy horsey.png,Brown toy horsey
910,A moody blue snail shell helmet.,3333,True,120.0,150.0,300.0,180.0,Bruise blue snelm.png,Bruise blue snelm
911,Ready to infuse a Battlestaff with the power of Nature.,22372,False,2800.0,100.0,7000.0,4200.0,Bryophyta's essence.png,Bryophyta's essence
912,"It's a slightly magical stick. All natural, of course.",22368,False,26000.0,8.0,65000.0,39000.0,Bryophyta's staff (uncharged).png,Bryophyta's staff (uncharged)
913,It's a wooden bucket.,1925,False,1.0,13000.0,2.0,1.0,Bucket.png,Bucket
914,A helm made from a bucket.,19991,True,5600.0,4.0,14000.0,8400.0,Bucket helm.png,Bucket helm
915,A helm made from a golden bucket.,20059,True,5600.0,4.0,14000.0,8400.0,Bucket helm (g).png,Bucket helm (g)
916,It's a bucket of milk.,1927,False,2.0,13000.0,6.0,3.0,Bucket of milk.png,Bucket of milk
917,One of the ingredients for making glass.,1783,True,1.0,13000.0,2.0,1.0,Bucket of sand.png,Bucket of sand
918,It's a bucket of sap.,4687,True,12.0,15.0,30.0,18.0,Bucket of sap.png,Bucket of sap
919,It's a bucket of water.,1929,False,2.0,13000.0,6.0,3.0,Bucket of water.png,Bucket of water
920,It's a bucket of wax.,30,True,2.0,15.0,6.0,3.0,Bucket of wax.png,Bucket of wax
921,A sturdy steel lantern.,4548,True,168.0,10000.0,420.0,252.0,Bullseye lantern.png,Bullseye lantern
922,You need to add lamp oil before you can use it.,4546,True,160.0,10000.0,400.0,240.0,Bullseye lantern (empty).png,Bullseye lantern (empty)
923,You need to add a lens before you can use it.,4544,True,120.0,10000.0,300.0,180.0,Bullseye lantern (unf).png,Bullseye lantern (unf)
924,Useful teleports around the wilderness.,21166,True,500.0,10000.0,1250.0,750.0,Burning amulet.png,Burning amulet(5)
925,"An intact, lightly smouldering claw.",29574,True,160000.0,8.0,400000.0,240000.0,Burning claw.png,Burning claw
926,Torn from the hands of ancient demons.,29577,True,320000.0,8.0,800000.0,480000.0,Burning claws.png,Burning claws
927,Bones are for burying!,528,False,1.0,3000.0,1.0,1.0,Burnt bones.png,Burnt bones
928,It's still warm to the touch.,20718,True,80.0,11000.0,200.0,120.0,Burnt page.png,Burnt page
929,It's got little holes in the top.,10012,True,1.0,40.0,1.0,1.0,Butterfly jar.png,Butterfly jar
930,For catching butterflies...,10010,True,8.0,125.0,20.0,12.0,Butterfly net.png,Butterfly net
931,Yuck I don't like cabbage.,1965,False,1.0,6000.0,1.0,1.0,Cabbage.png,Cabbage
932,An adamant shield shaped like a cabbage.,20272,True,1200.0,125.0,3000.0,1800.0,Cabbage round shield.png,Cabbage round shield
933,A cabbage seed - plant in an allotment.,5324,True,1.0,600.0,3.0,1.0,Cabbage seed 5.png,Cabbage seed
934,There are 10 cabbages in this sack.,5478,True,1.0,600.0,1.0,1.0,Cabbages(10).png,Cabbages(10)
935,A Cactus seed - plant in a cactus patch.,5280,True,39.0,200.0,99.0,59.0,Cactus seed 5.png,Cactus seed
936,Don't prick yourself with this.,6016,True,1.0,11000.0,1.0,1.0,Cactus spine.png,Cactus spine
937,A powerful herb.,265,True,26.0,11000.0,65.0,39.0,Cadantine.png,Cadantine
938,I need another ingredient to finish this blood potion.,22443,True,66.0,10000.0,165.0,99.0,Cadantine blood potion (unf).png,Cadantine blood potion (unf)
939,I need another ingredient to finish this Cadantine potion.,107,True,26.0,10000.0,65.0,39.0,Cadantine potion (unf).png,Cadantine potion (unf)
940,A cadantine seed - plant in a herb patch.,5301,True,2.0,200.0,7.0,4.0,Cadantine seed 5.png,Cadantine seed
941,Poisonous berries.,753,False,1.0,600.0,1.0,1.0,Cadava berries.png,Cadava berries
942,A cadavaberry bush seed - plant in a bush patch.,5102,True,3.0,600.0,9.0,5.0,Cadavaberry seed 5.png,Cadavaberry seed
943,A plain sponge cake.,1891,False,20.0,6000.0,50.0,30.0,Cake.png,Cake
944,Useful for baking cakes.,1887,False,4.0,40.0,10.0,6.0,Cake tin.png,Cake tin
945,A fossilised moth infused with dwarven magic.,29090,True,,100.0,10000.0,,Calcified moth 5.png,Calcified moth
946,A large crystal of calcium carbonate.,21543,True,12.0,13000.0,30.0,18.0,Calcite.png,Calcite
947,This is the largest fruit I've ever seen.,5980,True,21.0,11000.0,54.0,32.0,Calquat fruit.png,Calquat fruit
948,Sliced and hollowed out to form a keg.,5769,True,1.0,10000.0,1.0,1.0,Calquat keg.png,Calquat keg
949,This sapling is ready to be replanted in a Calquat Tree patch.,5503,True,1.0,200.0,1.0,1.0,Calquat sapling.png,Calquat sapling
950,Plant in a plantpot of soil to grow a sapling.,5290,True,136.0,200.0,340.0,204.0,Calquat tree seed 5.png,Calquat tree seed
951,A teleport to Camelot.,8010,True,1.0,15000.0,1.0,1.0,Camelot teleport (tablet).png,Camelot teleport (tablet)
952,Breath powered dart delivering system with a hint of camphor.,31577,True,880.0,,2200.0,1320.0,Camphor blowpipe (empty).png,Camphor blowpipe (empty)
953,A sturdy container crafted from camphor.,32364,True,2.0,250.0,5.0,3.0,Camphor crate.png,Camphor crate
954,Parts for creating a camphor hull for a boat.,32053,True,2500.0,100.0,6250.0,3750.0,Camphor hull parts.png,Camphor hull parts
955,Logs cut from a camphor tree.,32904,True,88.0,,220.0,132.0,Camphor logs.png,Camphor logs
956,A plank of hardy camphor.,31432,True,600.0,,1500.0,900.0,Camphor plank.png,Camphor plank
957,Camphor logs prepared with sacred oil for a funeral pyre.,31383,True,176.0,,440.0,264.0,Camphor pyre logs.png,Camphor pyre logs
958,A strong boat repair kit made from camphor.,31976,True,1400.0,13000.0,3500.0,2100.0,Camphor repair kit.png,Camphor repair kit
959,This sapling is ready to be replanted in a tree patch.,31502,True,1.0,,1.0,1.0,Camphor sapling.png,Camphor sapling
960,Plant this in a plantpot of soil to grow a sapling.,31547,True,24.0,200.0,60.0,36.0,Camphor seed 5.png,Camphor seed
961,A candle.,36,True,1.0,40.0,3.0,1.0,Candle.png,Candle
962,A candle in a glass cage.,4532,True,6.0,40.0,15.0,9.0,Candle lantern (black).png,Candle lantern (black)
963,A candle in a glass cage.,4529,True,6.0,40.0,15.0,9.0,Candle lantern (white).png,Candle lantern (white)
964,The barrels of the multicannon.,10,True,75000.0,70.0,187500.0,112500.0,Cannon barrels.png,Cannon barrels
965,The cannon is built on this.,6,True,75000.0,70.0,187500.0,112500.0,Cannon base.png,Cannon base
966,This powers the multicannon.,12,True,75000.0,70.0,187500.0,112500.0,Cannon furnace.png,Cannon furnace
967,The mounting for the multicannon.,8,True,75000.0,70.0,187500.0,112500.0,Cannon stand.png,Cannon stand
968,Lets the person behind you know that you mean business.,23351,True,2000.0,8.0,5000.0,3000.0,Cape of skulls.png,Cape of skulls
969,"A teleport to Carrallanger, in level 19 Wilderness.",12776,True,1.0,10000.0,1.0,1.0,Carrallanger teleport (tablet).png,Carrallanger teleport (tablet)
970,How does it all fit in there?,8566,True,4.0,500.0,10.0,6.0,Carved oak bench (flatpack).png,Carved oak bench (flatpack)
971,Carved oak magic wardrobe.,9853,True,4.0,500.0,10.0,6.0,Carved oak magic wardrobe (flatpack).png,Carved oak magic wardrobe (flatpack)
972,How does it all fit in there?,8552,True,4.0,500.0,10.0,6.0,Carved oak table (flatpack).png,Carved oak table (flatpack)
973,How does it all fit in there?,8570,True,4.0,500.0,10.0,6.0,Carved teak bench (flatpack).png,Carved teak bench (flatpack)
974,Carved teak magic wardrobe.,9855,True,4.0,500.0,10.0,6.0,Carved teak magic wardrobe (flatpack).png,Carved teak magic wardrobe (flatpack)
975,How does it all fit in there?,8556,True,4.0,500.0,10.0,6.0,Carved teak table (flatpack).png,Carved teak table (flatpack)
976,I hope there's treasure in it.,405,True,20.0,50.0,50.0,30.0,Casket.png,Casket
977,Must be worn as you enter the game to receive the bonus for that game.,11079,False,670.0,10000.0,1675.0,1005.0,Castle wars bracelet.png,Castle wars bracelet(3)
978,Miaow!,12361,True,960.0,4.0,2400.0,1440.0,Cat mask.png,Cat mask
979,A mysterious power emanates from the talisman...,26798,True,800.0,40.0,2000.0,1200.0,Catalytic talisman.png,Catalytic talisman
980,A tiara infused with the properties of every catalytic rune.,26801,True,40.0,40.0,100.0,60.0,Catalytic tiara.png,Catalytic tiara
981,A teleport to Catherby.,24961,True,1.0,10000.0,1.0,1.0,Catherby teleport (tablet).png,Catherby teleport (tablet)
982,I hope I don't meet any roundheads...,11280,True,80.0,150.0,200.0,120.0,Cavalier mask.png,Cavalier mask
983,It's a bit slimy.,5003,True,6.0,10000.0,15.0,9.0,Cave eel.png,Cave eel
984,Wire found in Dorgesh-Kaan.,10981,True,8.0,11000.0,20.0,12.0,Cave goblin wire.png,Cave goblin wire
985,"Caviar, or expensive fishy eggs.",11326,True,20.0,13000.0,50.0,30.0,Caviar.png,Caviar
986,"A length of celastrus wood, ready for fletching.",22935,True,180.0,12000.0,450.0,270.0,Celastrus bark.png,Celastrus bark
987,This sapling is ready to be replanted in a Celastrus patch.,22856,True,1.0,100.0,1.0,1.0,Celastrus sapling.png,Celastrus sapling
988,For growing a Celastrus tree.,22869,True,216.0,200.0,540.0,324.0,Celastrus seed 5.png,Celastrus seed
989,A teleport to the Cemetery in level 31 Wilderness.,19627,True,1.0,10000.0,1.0,1.0,Cemetery teleport (tablet).png,Cemetery teleport (tablet)
990,Some solid chain.,32886,True,60.0,,150.0,90.0,Chain.png,Chain
991,Used for low level missile spells.,562,False,36.0,18000.0,90.0,54.0,Chaos rune.png,Chaos rune
992,A mysterious power emanates from the talisman...,1452,True,1.0,11000.0,4.0,2.0,Chaos talisman.png,Chaos talisman
993,A tiara infused with the properties of chaos.,5543,True,40.0,40.0,100.0,60.0,Chaos tiara.png,Chaos tiara
994,A lump of charcoal.,973,False,18.0,13000.0,45.0,27.0,Charcoal.png,Charcoal
995,A scroll for charging dragonstone jewellery.,20238,True,1.0,10000.0,1.0,1.0,Charge dragonstone jewellery scroll.png,Charge dragonstone jewellery scroll
996,"Ancient glyphs cover the paper, resembling those in the chasm of fire.",30775,True,4.0,,10.0,6.0,Chasm teleport scroll.png,Chasm teleport scroll
997,It's got holes in it.,1985,False,1.0,13000.0,4.0,2.0,Cheese.png,Cheese
998,This smells really good.,2259,True,1.0,6000.0,2.0,1.0,Cheese+tom batta.png,Cheese+tom batta
999,"A fruity, full-bodied ale.",5755,True,1.0,2000.0,2.0,1.0,Chef's delight.png,Chef's delight
1000,How does it all fit in there?,8526,True,4.0,500.0,10.0,6.0,Chef's delight (flatpack).png,Chef's delight (flatpack)
1001,This keg contains 4 pints of Chef's Delight.,5833,True,1.0,2000.0,1.0,1.0,Chef's delight(4).png,Chef's delight(4)
1002,This looks a good deal stronger than normal Chef's Delight.,5757,True,1.0,2000.0,2.0,1.0,Chef's delight(m).png,Chef's delight(m)
1003,This keg contains 4 pints of mature Chef's Delight.,5913,True,1.0,2000.0,1.0,1.0,Chef's delight(m4).png,Chef's delight(m4)
1004,What a silly hat.,1949,False,1.0,150.0,2.0,1.0,Chef's hat.png,Chef's hat
1005,A light and dry Tlati Rosé that's known for its floral elegance.,29963,True,40.0,,100.0,60.0,Chichilihui rosé.png,Chichilihui rosé
1006,A smoky and spicy Tlati Red that's known for its dark colour.,29947,True,160.0,,400.0,240.0,Chilhuac red.png,Chilhuac red
1007,A bowl of meat in chilli-con-carne sauce.,7062,True,5.0,13000.0,13.0,7.0,Chilli con carne.png,Chilli con carne
1008,A baked potato with chilli con carne.,7054,True,5.0,13000.0,13.0,7.0,Chilli potato.png,Chilli potato
1009,Handle with care.,10033,True,56.0,7000.0,140.0,84.0,Chinchompa.png,Chinchompa
1010,Good for detailed Crafting.,1755,False,1.0,40.0,1.0,1.0,Chisel.png,Chisel
1011,A fibrous substance used to create powerful potions.,29643,True,1.0,,1.0,1.0,Chitin.png,Chitin
1012,A warm creamy alcoholic beverage.,2074,True,12.0,2000.0,30.0,18.0,Choc saturday.png,Choc saturday
1013,Better eat this before it melts.,6794,True,12.0,6000.0,30.0,18.0,Choc-ice.png,Choc-ice
1014,Yum... smells good.,2209,True,1.0,6000.0,2.0,1.0,Chocchip crunchies.png,Chocchip crunchies
1015,Mmmmmmm chocolate.,1973,False,4.0,13000.0,10.0,6.0,Chocolate bar.png,Chocolate bar
1016,"Full of creamy, chocolately goodness.",2185,True,1.0,6000.0,2.0,1.0,Chocolate bomb.png,Chocolate bomb
1017,This looks very tasty.,1897,False,28.0,6000.0,70.0,42.0,Chocolate cake.png,Chocolate cake
1018,It's ground up chocolate.,1975,False,1.0,13000.0,2.0,1.0,Chocolate dust.png,Chocolate dust
1019,A bowl of chopped garlic.,7074,True,2.0,13000.0,7.0,4.0,Chopped garlic.png,Chopped garlic
1020,A mixture of onions in a bowl.,1871,True,1.0,11000.0,3.0,1.0,Chopped onion.png,Chopped onion
1021,A mixture of tomatoes in a bowl.,1869,True,1.0,11000.0,3.0,1.0,Chopped tomato.png,Chopped tomato
1022,A bowl of finely chopped tuna.,7086,True,41.0,13000.0,104.0,62.0,Chopped tuna.png,Chopped tuna
1023,Strips of ugthanki meat in a bowl.,1873,True,2.0,11000.0,5.0,3.0,Chopped ugthanki.png,Chopped ugthanki
1024,I need to pull this.,962,False,1.0,4.0,1.0,1.0,Christmas cracker.png,Christmas cracker
1025,A dense clump of corroded metal.,28276,True,20000.0,8.0,50000.0,30000.0,Chromium ingot.png,Chromium ingot
1026,Can be assembled to consume multiple potions.,30002,True,400.0,5.0,1000.0,600.0,Chugging barrel (disassembled).png,Chugging barrel (disassembled)
1027,A glass of cider.,5763,True,1.0,2000.0,2.0,1.0,Cider.png,Cider
1028,How does it all fit in there?,8518,True,4.0,500.0,10.0,6.0,Cider barrel (flatpack).png,Cider barrel (flatpack)
1029,This keg contains 4 pints of Cider.,5849,True,1.0,2000.0,1.0,1.0,Cider(4).png,Cider(4)
1030,This keg contains 4 pints of mature Cider.,5929,True,1.0,2000.0,1.0,1.0,Cider(m4).png,Cider(m4)
1031,A toughened chunk of dagannoth hide.,6169,True,24.0,11000.0,60.0,36.0,Circular hide.png,Circular hide
1032,Ghetto disguise!,9644,True,2.0,150.0,5.0,3.0,Citizen shoes.png,Citizen shoes
1033,Ghetto disguise!,9640,True,2.0,150.0,5.0,3.0,Citizen top.png,Citizen top
1034,Ghetto disguise!,9642,True,2.0,150.0,5.0,3.0,Citizen trousers.png,Citizen trousers
1035,A teleport to Civitas illa Fortis.,28824,True,1.0,,1.0,1.0,Civitas illa fortis teleport (tablet).png,Civitas illa fortis teleport
1036,"The claws of a great bear. They seem to maintain some of his power, somehow.",27667,True,32000.0,,80000.0,48000.0,Claws of callisto.png,Claws of callisto
1037,Some hard dry clay.,434,False,1.0,13000.0,1.0,1.0,Clay.png,Clay
1038,A spirit soaked piece of silk which can be used to remove poison.,3188,True,24.0,40.0,60.0,36.0,Cleaning cloth.png,Cleaning cloth
1039,An effective tool for chopping tough meat.,7451,True,10240.0,50.0,25600.0,15360.0,Cleaver.png,Cleaver
1040,Boots made for climbing.,3105,True,4.0,200.0,12.0,7.0,Climbing boots.png,Climbing boots
1041,Boots made for climbing. Nice trim!,23413,True,30000.0,4.0,75000.0,45000.0,Climbing boots (g).png,Climbing boots (g)
1042,A clockwork mechanism.,8792,True,200.0,11000.0,500.0,300.0,Clockwork.png,Clockwork
1043,A pouch for your dirty work clothes!,28163,True,1.0,,1.0,1.0,Clothes pouch.png,Clothes pouch
1044,A step-by-step guide to crafting your very own clothes pouch!,28166,True,40.0,,100.0,60.0,Clothes pouch blueprint.png,Clothes pouch blueprint
1045,Protects your clue scroll if you die.,12789,True,4.0,50.0,10.0,6.0,Clue box.png,Clue box
1046,Hmm a non-renewable energy source!,453,False,18.0,13000.0,45.0,27.0,Coal.png,Coal
